sent_id,text,opinions/0/Target/0/0,opinions/0/Target/1/0,opinions/0/Polar_expression/0/0,opinions/0/Polar_expression/1/0,opinions/0/Polarity,opinions/0/Intensity,opinions/0/Source/0/0,opinions/0/Source/1/0,opinions/1/Polar_expression/0/0,opinions/1/Polar_expression/1/0,opinions/1/Polarity,opinions/1/Intensity,opinions/1/Target/0/0,opinions/1/Target/1/0,opinions/2/Target/0/0,opinions/2/Target/1/0,opinions/2/Polar_expression/0/0,opinions/2/Polar_expression/1/0,opinions/2/Polarity,opinions/2/Intensity,opinions/1/Source/0/0,opinions/1/Source/1/0,opinions/2/Source/0/0,opinions/2/Source/1/0,opinions/3/Source/0/0,opinions/3/Source/1/0,opinions/3/Target/0/0,opinions/3/Target/1/0,opinions/3/Polar_expression/0/0,opinions/3/Polar_expression/1/0,opinions/3/Polarity,opinions/3/Intensity,opinions/4/Target/0/0,opinions/4/Target/1/0,opinions/4/Polar_expression/0/0,opinions/4/Polar_expression/1/0,opinions/4/Polarity,opinions/4/Intensity,opinions/5/Source/0/0,opinions/5/Source/1/0,opinions/5/Target/0/0,opinions/5/Target/1/0,opinions/5/Polar_expression/0/0,opinions/5/Polar_expression/1/0,opinions/5/Polarity,opinions/5/Intensity,opinions/4/Source/0/0,opinions/4/Source/1/0,opinions/6/Source/0/0,opinions/6/Source/1/0,opinions/6/Target/0/0,opinions/6/Target/1/0,opinions/6/Polar_expression/0/0,opinions/6/Polar_expression/1/0,opinions/6/Polarity,opinions/6/Intensity,opinions/7/Source/0/0,opinions/7/Source/1/0,opinions/7/Target/0/0,opinions/7/Target/1/0,opinions/7/Polar_expression/0/0,opinions/7/Polar_expression/1/0,opinions/7/Polarity,opinions/7/Intensity,opinions/8/Source/0/0,opinions/8/Source/1/0,opinions/8/Target/0/0,opinions/8/Target/1/0,opinions/8/Polar_expression/0/0,opinions/8/Polar_expression/1/0,opinions/8/Polarity,opinions/8/Intensity,opinions/9/Source/0/0,opinions/9/Source/1/0,opinions/9/Target/0/0,opinions/9/Target/1/0,opinions/9/Polar_expression/0/0,opinions/9/Polar_expression/1/0,opinions/9/Polarity,opinions/9/Intensity,opinions/10/Target/0/0,opinions/10/Target/1/0,opinions/10/Polar_expression/0/0,opinions/10/Polar_expression/1/0,opinions/10/Polarity,opinions/10/Intensity,opinions/11/Target/0/0,opinions/11/Target/1/0,opinions/11/Polar_expression/0/0,opinions/11/Polar_expression/1/0,opinions/11/Polarity,opinions/11/Intensity,opinions/12/Target/0/0,opinions/12/Target/1/0,opinions/12/Polar_expression/0/0,opinions/12/Polar_expression/1/0,opinions/12/Polarity,opinions/12/Intensity,opinions/13/Target/0/0,opinions/13/Target/1/0,opinions/13/Polar_expression/0/0,opinions/13/Polar_expression/1/0,opinions/13/Polarity,opinions/13/Intensity,opinions/14/Target/0/0,opinions/14/Target/1/0,opinions/14/Polar_expression/0/0,opinions/14/Polar_expression/1/0,opinions/14/Polarity,opinions/14/Intensity,opinions/15/Target/0/0,opinions/15/Target/1/0,opinions/15/Polar_expression/0/0,opinions/15/Polar_expression/1/0,opinions/15/Polarity,opinions/15/Intensity,opinions/16/Target/0/0,opinions/16/Target/1/0,opinions/16/Polar_expression/0/0,opinions/16/Polar_expression/1/0,opinions/16/Polarity,opinions/16/Intensity
../opener/en/kaf/hotel/english00152_af8d5bdcad72c3e0f0dc29930f2b11c4-6,"The swimming pool is quite small , so don 't look forward a resort · type structure .",The swimming pool,0:17,quite small,21:32,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00152_af8d5bdcad72c3e0f0dc29930f2b11c4-7,It is more a city hotel with all the comforts .,It,0:2,a city hotel with all the comforts,11:45,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00152_af8d5bdcad72c3e0f0dc29930f2b11c4-8,"Very attentive and courtesious staff , but I would suggest the management a more careful selection of suppliers of desert trips .",staff,31:36,Very attentive,0:14,Positive,Strong,,,courtesious,19:30,Positive,Standard,staff,31:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00152_af8d5bdcad72c3e0f0dc29930f2b11c4-9,"I have done dozens of those , always very fulllfilling , but this one was a bad experience .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00152_af8d5bdcad72c3e0f0dc29930f2b11c4-10,Not at Meridien 's level .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00152_af8d5bdcad72c3e0f0dc29930f2b11c4-11,"Save that , I definitely recommend the hotel .",the hotel,35:44,definitely recommend,14:34,Positive,Strong,I,12:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00151_ad2e6a8bc55be7d227386457521f027e-1,City break in Las Vegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00151_ad2e6a8bc55be7d227386457521f027e-2,We stayed at the hotel just for one night during our sightseeing trip to USA .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00151_ad2e6a8bc55be7d227386457521f027e-3,We were very satisfied with the hotel .,the hotel,28:37,very satisfied,8:22,Positive,Strong,We,0:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00151_ad2e6a8bc55be7d227386457521f027e-4,"The price was amazing , the service perfect .",the service,24:35,perfect,36:43,Positive,Strong,,,amazing,14:21,Positive,Strong,The price,0:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00151_ad2e6a8bc55be7d227386457521f027e-5,"The hotel provides free shuttle taxi to different places on the Strip , rooms are quite spacious and modern .",shuttle taxi to different places,24:56,free,19:23,Positive,Standard,,,modern,101:107,Positive,Standard,rooms,72:77,rooms,72:77,quite spacious,82:96,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00151_ad2e6a8bc55be7d227386457521f027e-6,Complimentary breakfast served in the lobby was good .,breakfast,14:23,good,48:52,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00151_ad2e6a8bc55be7d227386457521f027e-7,Absolutely amazing for the price we paid !,,,Absolutely amazing for the price we paid !,0:42,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00025_25e1ee6570178c6f23913e36f29e6ee5-1,"Good hotel , no complaints",hotel,5:10,Good,0:4,Positive,Standard,,,no complaints,13:26,Positive,Standard,hotel,5:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00025_25e1ee6570178c6f23913e36f29e6ee5-2,As a young couple the hotel gave us what we expected .,what we expected,36:52,gave,28:32,Positive,Standard,us,33:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00025_25e1ee6570178c6f23913e36f29e6ee5-3,Clean room. helpful staff. a nice balcony with sea view .,room.,6:11,Clean,0:5,Positive,Standard,,,helpful,12:19,Positive,Standard,staff.,20:26,balcony,34:41,nice,29:33,Positive,Standard,,,,,,,balcony,34:41,with sea view,42:55,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00025_25e1ee6570178c6f23913e36f29e6ee5-4,directly next to the hotel a really good pizzeria .,pizzeria,41:49,really good,29:40,Positive,Strong,,,directly next,0:13,Positive,Standard,pizzeria,41:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00025_25e1ee6570178c6f23913e36f29e6ee5-5,"Unfortutanely the beach is 95 % private and no sandbeach , which of course is not the hotels fault .",the beach,14:23,95 % private,27:39,Negative,Standard,,,no,44:46,Negative,Standard,sandbeach,47:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00147_dd7fa7c7e3e989d44068a10739b6e75a-1,All comfort Resort,Resort,12:18,All comfort,0:11,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00147_dd7fa7c7e3e989d44068a10739b6e75a-2,A very nice Resort with 100 % comfort .,Resort,12:18,with 100 % comfort,19:37,Positive,Strong,,,very nice,2:11,Positive,Strong,Resort,12:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00147_dd7fa7c7e3e989d44068a10739b6e75a-3,"Clean , nice friendly polite people .",people,29:35,nice,8:12,Positive,Standard,,,friendly,13:21,Positive,Standard,people,29:35,people,29:35,polite,22:28,Positive,Standard,,,,,,,,,Clean,0:5,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00147_dd7fa7c7e3e989d44068a10739b6e75a-4,All the services were great .,All the services,0:16,great,22:27,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00147_dd7fa7c7e3e989d44068a10739b6e75a-5,After a long day trip to Luxor we still could have a dinner because it 's possible until 24.00 .,dinner,53:59,'s possible until 24.00,71:94,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00147_dd7fa7c7e3e989d44068a10739b6e75a-6,The next day we used the late · breakfast .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00147_dd7fa7c7e3e989d44068a10739b6e75a-7,Superb .,the late · breakfast,21:41,Superb,0:6,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00147_dd7fa7c7e3e989d44068a10739b6e75a-8,Big variety of nationality and age .,nationality,15:26,Big variety,0:11,Positive,Standard,,,Big variety,0:11,Positive,Standard,age,31:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00110_99033cf126f0a6096484660f340288ae-1,"Beautiful surroundings , nice beach , friendly staff",staff,47:52,friendly,38:46,Positive,Standard,,,Beautiful,0:9,Positive,Standard,surroundings,10:22,beach,30:35,nice,25:29,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00110_99033cf126f0a6096484660f340288ae-2,"Unfortunately , I do not so much speak English , to comment and to review the hotel without errors .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00110_99033cf126f0a6096484660f340288ae-3,"Overall , I liked the rest .",the rest,18:26,liked,12:17,Positive,Standard,I,10:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00110_99033cf126f0a6096484660f340288ae-4,One note · I would like a more fun evening at the hotel .,more fun evening,26:42,would like,13:23,Negative,Standard,I,11:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00110_99033cf126f0a6096484660f340288ae-5,I would also like to in the rooms was free water,in the rooms free water,21:48,would like,2:17,Negative,Standard,I,0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00058_3f07a37d8cead854e90a1117e969f5ba-1,Good !,,,Good !,0:6,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00058_3f07a37d8cead854e90a1117e969f5ba-2,Brilliant holiday except from the food the food was diabolical .,holiday,10:17,except from the food,18:38,Negative,Standard,,,Brilliant,0:9,Positive,Strong,holiday,10:17,the food,39:47,diabolical,52:62,Negative,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00058_3f07a37d8cead854e90a1117e969f5ba-3,Apart from the food my holiday was brilliant all because of alanani rocko axaha and the sandman wagdy helal !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00058_3f07a37d8cead854e90a1117e969f5ba-4,i couldn 't go back 2 this hotel because i had hardly eaten all holiday,,,couldn 't go back,2:19,Negative,Standard,i,0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00058_3f07a37d8cead854e90a1117e969f5ba-5,"alanani , rocko and axaha should be working in a five star hotel because they were brilliant !",they,73:77,brilliant !,83:94,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00126_8d262261cbe86c413d821b2f979091d7-1,The red square in Moscow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00126_8d262261cbe86c413d821b2f979091d7-2,"Hurghada is generally speaking a good place for a few days of relax , the beach is not so good.The Hotel is nice , but if you don 't like the worst Russians all together , that is not the place you want to go.Avoid the buffet , the food is poor , the best restaurant is the turkish , try to make a reservation .",Hotel,99:104,nice,108:112,Positive,Standard,,,go.Avoid,206:214,Negative,Standard,the buffet,215:225,the turkish,270:281,the best restaurant,247:266,Positive,Standard,,,,,,,the food,228:236,poor,240:244,Negative,Standard,place,38:43,good,33:37,Positive,Standard,,,the beach,70:79,not so good.The,83:98,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00126_8d262261cbe86c413d821b2f979091d7-3,"Animation is great , especially the cool Riko , that at least speaks english , otherwise prepare yourself to an intensive Russian speaking course .",Animation,0:9,great,13:18,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00126_8d262261cbe86c413d821b2f979091d7-4,"The staff is very good , with some exceptions .",The staff,0:9,very good,13:22,Positive,Strong,,,with some exceptions,25:45,Negative,Standard,The staff,0:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00126_8d262261cbe86c413d821b2f979091d7-5,"One big minus , prepare yourself to very persistent shop workers that bother you all the time trying to sell you all kind of things .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00103_70f105c2cd8744e7b68ed59e8ce1f551-1,Great holiday with an awesome animation team,animation team,30:44,awesome,22:29,Positive,Strong,,,Great,0:5,Positive,Strong,holiday,6:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00103_70f105c2cd8744e7b68ed59e8ce1f551-2,It 's a great holiday resort to go to I recommend it to anybody !,holiday resort,14:28,great,8:13,Positive,Strong,,,recommend,40:49,Positive,Standard,it,50:52,,,,,,,I,38:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00103_70f105c2cd8744e7b68ed59e8ce1f551-3,Gemma and Aimee in the animation team really took care of us whilst we were there and it was a really good help the rest of the animation team were also great : ) food was lovely could of had abit more variety on some days but was very nice food .,food,163:167,could had abit more variety,179:209,Negative,Standard,,,lovely,172:178,Positive,Strong,food,163:167,the rest of the animation team,112:142,great,153:158,Positive,Strong,,,,,,,animation team,23:37,really good help,95:111,Positive,Standard,animation team,23:37,really took care of us,38:60,Positive,Standard,,,food,241:245,very nice,231:240,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00103_70f105c2cd8744e7b68ed59e8ce1f551-4,Nothing to complain about with the hotel or the room or pool etc was a lovely get away with some great people and some really friendly and helpful staff in the animation team .,the hotel,31:40,Nothing to complain about,0:25,Positive,Standard,,,Nothing to complain about,0:25,Positive,Standard,the room,44:52,pool,56:60,Nothing to complain about,0:25,Positive,Standard,,,,,,,staff in the animation team,147:174,really friendly,119:134,Positive,Strong,staff in the animation team,147:174,helpful,139:146,Positive,Standard,,,get away,78:86,lovely,71:77,Positive,Strong,,,,,people,103:109,great,97:102,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00103_70f105c2cd8744e7b68ed59e8ce1f551-5,The hotel staff were also great .,The hotel staff,0:15,great,26:31,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00157_bcfcc098b104601f75bd86b8e9f87e9c-1,Sun & relax for families,,,Sun & relax for families,0:24,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00157_bcfcc098b104601f75bd86b8e9f87e9c-2,"what made the difference for us was the miniclub , the two girls Tanja and Emmy are really good , we were with our daughter , not yet 4 , but she was always looking forward to hear the girl calling "" miiiini cluuub "" .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00157_bcfcc098b104601f75bd86b8e9f87e9c-3,she had fun and we had our deserved rest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00157_bcfcc098b104601f75bd86b8e9f87e9c-4,"the girls organized even our daughter birthday party , very nice .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00157_bcfcc098b104601f75bd86b8e9f87e9c-5,all the evenings after dinner mini mini minidisco ya ya ho .... half an hour of crazy dancing and the kids were ready to sleep ...,mini minidisco,35:49,all the evenings,0:16,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00157_bcfcc098b104601f75bd86b8e9f87e9c-6,"the food is really good and available all day long ( I 'm a picky italian ) , as well as the drinks , there is a good espresso at the columbus bar .",the food,0:8,available all day long,28:50,Positive,Standard,,,really good,12:23,Positive,Strong,the food,0:8,a good espresso,111:126,there is,102:110,Positive,Standard,,,,,,,the drinks,89:99,as well as,78:88,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00079_56e938144b3f148d2c6cdffa4e01b0f2-1,Looks definitely don 't mean anything,Looks,0:5,don 't mean anything,17:37,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00079_56e938144b3f148d2c6cdffa4e01b0f2-2,"The reception area looks very good , and almost newly decorated .",The reception area,0:18,very good,25:34,Positive,Standard,,,almost newly decorated,41:63,Positive,Standard,The reception area,0:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00079_56e938144b3f148d2c6cdffa4e01b0f2-3,"The outside looks dated , but in a good enough state .",state,47:52,a good enough,33:46,Positive,Standard,,,dated,18:23,Negative,Standard,The outside,0:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00079_56e938144b3f148d2c6cdffa4e01b0f2-4,This doesn 't describe the state of the rooms themselves though .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
